Systematic_ID,Gene_name,Gene_product,uniprot_id,FYPOviability,Transcript,Chr,Start,End,Strand,mRNA_gc_content,genomic_coding_region_length,gc_content_of_genomic_coding_region,num_exon_regions,total_cds_length,cds_fraction,cds_gc_content,average_cds_length,num_introns,total_intron_length,average_intron_length,intron_gc_content,primary_transcript,isoform_number,mRNA_abundance,RNA_abundance_in_spores,tAI,mRNA_synthesis_rate,mRNA_half_life,Mass (kDa),pI,Charge,protein_length,CAI,protein_abundance,protein_half_life,evolutionary_rate,dN_dS,Multifunctionality,Nc,co_expression_degree,Paralog,paralog_count
SPAC1093.06c,dhc1,"dynein heavy chain, minus-end directed microtubule motor Dhc1",O13290,viable,SPAC1093.06c.1,I,4622166.0,4634756.0,-,0.336,12591.0,0.336,1.0,12591.0,1.0,0.382,12591.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.53,1.68,0.337632462436274,0.18796992481203,6.15,484.31,6.54,-21.2,4196,0.61,,,0.984123222748815,0.1289,15.0,49.553,79.0,none,0.0
SPAC1093.07,SPAC1093.07,dubious,G2TRJ6,unknown,SPAC1093.07.1,I,4604880.0,4606143.0,-,0.368,237.0,0.414,1.0,237.0,1.0,0.447,237.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.12,82.55,,,,8.86,11.14,8.94,78,0.48,,,,,,,,,
SPAC10F6.01c,sir1,sulfite reductase beta subunit Sir1,Q1K9C2,viable,SPAC10F6.01c.1,I,1200916.0,1206021.0,-,0.408,4422.0,0.423,1.0,4422.0,1.0,0.487,4422.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,30.0,23.08,0.433545091177781,0.2710027100271,55.33,163.84,5.18,-35.84,1473,0.55,52359.47,11.51365,0.276303317535545,0.0349,12.0,43.266,174.0,none,0.0
SPAC10F6.02c,prp22,"ATP-dependent RNA helicase, spliceosomal Prp22",O42643,inviable,SPAC10F6.02c.1,I,1206812.0,1210579.0,-,0.395,3560.0,0.403,2.0,3507.0,0.99,0.434,1753.5,1.0,53.0,53.0,0.319,primary_transcript,1.0,2.8,18.04,0.351624613033016,0.641025641025641,14.31,131.49,7.18,1.71,1168,0.62,2114.59,6.231822,0.212085308056872,,1.0,50.097,492.0,none,0.0
SPAC10F6.03c,cts1,CTP synthase Cts1,O42644,inviable,SPAC10F6.03c.1,I,1211195.0,1213510.0,-,0.4,2023.0,0.404,2.0,1803.0,0.89,0.461,901.5,1.0,220.0,220.0,0.329,primary_transcript,1.0,20.0,213.55,0.408816212325481,0.454545454545455,36.87,66.87,5.78,-14.18,600,0.56,34432.59,15.37221,0.0898104265402844,,6.0,45.559,528.0,none,0.0
SPAC10F6.04,ats1,RCC domain protein Ats1,O42645,viable,SPAC10F6.04.1,I,1213711.0,1216120.0,+,0.388,1056.0,0.414,1.0,1056.0,1.0,0.395,1056.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.9,49.34,0.341554303748282,0.158478605388273,8.85,38.71,5.59,-7.98,351,0.59,503.31,,0.670379146919431,0.1079,6.0,51.774,39.0,none,0.0
SPAC10F6.05c,ubc6,ubiquitin conjugating enzyme E2 Ubc6,O42646,viable,SPAC10F6.05c.1,I,1214788.0,1215948.0,-,0.367,808.0,0.394,3.0,684.0,0.85,0.46,228.0,2.0,124.0,62.0,0.4,primary_transcript,1.0,1.5,307.86,0.392240927541764,0.427350427350427,10.32,25.66,9.0,3.89,227,0.57,4883.92,2.368971,0.385781990521327,0.1052,6.0,52.592,53.0,none,0.0
SPAC10F6.06,vip1,RNA-binding protein Vip1,P87216,viable,SPAC10F6.06.1,I,1217139.0,1218228.0,+,0.403,774.0,0.455,1.0,774.0,1.0,0.408,774.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,18.0,1628.68,0.474117508994604,0.23094688221709,32.63,27.46,5.43,-4.06,257,0.51,139690.38,12.10046,0.349052132701422,0.0783,3.0,41.235,422.0,none,0.0
SPAC10F6.07c,mug94,Schizosaccharomyces pombe specific protein Mug94,O42647,viable,SPAC10F6.07c.1,I,1218321.0,1218887.0,-,0.362,567.0,0.362,1.0,567.0,1.0,0.434,567.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.48,4.01,0.305226384246682,,,21.53,7.68,1.46,188,0.61,,,,,5.0,61.0,84.0,none,0.0
SPAC10F6.08c,nht1,Ino80 complex HMG box subunit Nht1,O42648,viable,SPAC10F6.08c.1,I,1219667.0,1220852.0,-,0.371,1131.0,0.368,3.0,1026.0,0.91,0.472,342.0,2.0,105.0,52.5,0.336,primary_transcript,1.0,2.9,60.3,0.385727310064677,,,38.24,9.78,7.95,341,0.53,2496.6,8.951938,0.751658767772512,0.0593,5.0,45.877,668.0,none,0.0
SPAC10F6.09c,psm3,mitotic/meiotic cohesin complex ATPase subunit Psm3/Smc3,O42649,condition-dependent,SPAC10F6.09c.1,I,1220969.0,1224858.0,-,0.363,3628.0,0.369,2.0,3585.0,0.99,0.436,1792.5,1.0,43.0,43.0,0.387,primary_transcript,1.0,2.3,3.74,0.381008616382992,0.1230012300123,3.08,136.85,5.46,-19.82,1194,0.58,1280.11,4.697225,0.356872037914692,0.0568,11.0,48.43,42.0,none,0.0
SPAC10F6.10,rio1,"protein kinase, RIO family Rio1",O42650,inviable,SPAC10F6.10.1,I,1225505.0,1227365.0,+,0.344,1681.0,0.356,3.0,1494.0,0.89,0.412,498.0,2.0,187.0,93.5,0.388,primary_transcript,1.0,2.5,16.6,0.357011775500722,0.307692307692308,17.19,57.5,6.96,-0.22,497,0.6,646.62,8.716706,0.451895734597156,0.0714,9.0,49.502,826.0,none,0.0
SPAC10F6.11c,atg17,autophagy associated protein kinase activator Atg17,O42651,viable,SPAC10F6.11c.1,I,1226090.0,1228821.0,-,0.376,1236.0,0.403,1.0,1236.0,1.0,0.434,1236.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.5,142.39,0.351513961824264,0.100502512562814,14.54,47.06,5.22,-13.82,411,0.62,,14.56216,0.337440758293839,0.065,5.0,53.645,325.0,none,0.0
SPAC10F6.12c,mam4,protein-S isoprenylcysteine O-methyltransferase Mam4,P87014,viable,SPAC10F6.12c.1,I,1229095.0,1230272.0,-,0.331,711.0,0.359,1.0,711.0,1.0,0.434,711.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.2,39.84,0.32133133164181,0.0688231245698555,27.12,26.5,9.1,7.02,236,0.56,1796.51,,0.65260663507109,0.1235,8.0,49.42,245.0,none,0.0
SPAC10F6.13c,caa1,cytoplasmic aspartate aminotransferase Caa1,O42652,viable,SPAC10F6.13c.1,I,1230640.0,1232039.0,-,0.397,1230.0,0.415,1.0,1230.0,1.0,0.474,1230.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,6.9,132.84,0.412887200536771,0.194174757281553,36.96,46.14,7.69,3.21,409,0.55,52613.17,11.11577,0.187677725118483,0.0482,7.0,44.441,143.0,none,0.0
SPAC10F6.14c,SPAC10F6.14c,"mitochondrial ABC1 kinase-like protein, human ADCK5 ortholog, unknown role, possible chaperone for ubiquinone biosynthesis",O42653,viable,SPAC10F6.14c.1,I,1232262.0,1234041.0,-,0.384,1608.0,0.387,1.0,1608.0,1.0,0.368,1608.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.3,51.42,0.367977073662222,0.126103404791929,15.94,61.95,9.77,19.76,535,0.62,1429.35,,,0.0722,5.0,51.123,226.0,none,0.0
SPAC10F6.15,SPAC10F6.15,UPF0300 family protein 1,O42654,viable,SPAC10F6.15.1,I,1235667.0,1237035.0,+,0.365,1299.0,0.363,1.0,1299.0,1.0,0.355,1299.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.042,1.69,0.315408875047955,,,49.45,7.13,0.98,432,0.59,,,,0.109,3.0,51.204,134.0,mug132|mug133|mug131|meu27|SPCC737.04,5.0
SPAC10F6.16,igo1,"serine/threonine protein phosphatase inhibitor, endosulfine Igo1",P79058,viable,SPAC10F6.16.1,I,1238896.0,1240185.0,+,0.372,529.0,0.416,3.0,420.0,0.79,0.456,140.0,2.0,109.0,54.5,0.371,primary_transcript,1.0,2.7,476.3,0.366342070841278,0.448430493273543,25.7,15.44,10.34,7.67,139,0.59,9229.33,9.186485,0.357582938388626,0.0818,5.0,57.239,145.0,none,0.0
SPAC10F6.17c,ptc5,mitochondrial pyruvate dehydrogenase (lipoamide) phosphatase,O14189,viable,SPAC10F6.17c.1,I,1239971.0,1241697.0,-,0.409,1335.0,0.437,1.0,1335.0,1.0,0.421,1335.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.6,140.47,0.378233063368353,0.102880658436214,22.41,49.74,6.68,-2.56,444,0.65,4327.91,13.93318,0.46824644549763,,7.0,55.901,161.0,none,0.0
SPAC110.01,ppk1,serine/threonine protein kinase Ppk1,Q9HFF4,viable,SPAC110.01.1,I,1907055.0,1911747.0,+,0.367,3072.0,0.401,1.0,3072.0,1.0,0.447,3072.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.8,2.4,0.351428405137007,0.854700854700855,1.11,114.01,10.22,51.12,1023,0.63,337.91,12.62261,0.875829383886256,0.118,5.0,52.675,84.0,none,0.0
SPAC110.02,pds5,mitotic and meiotic cohesin unloading complex subunit Pds5,Q9HFF5,viable,SPAC110.02.1,I,1911848.0,1915897.0,+,0.353,3618.0,0.359,1.0,3618.0,1.0,0.382,3618.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.84,2.42,0.343326540394464,0.124843945068664,5.69,138.87,7.06,0.63,1205,0.64,360.48,,0.650473933649289,0.1065,8.0,52.42,416.0,none,0.0
SPAC110.03,cdc42,Rho family GTPase Cdc42,Q01112,inviable,SPAC110.03.1,I,1916009.0,1917656.0,+,0.358,1172.0,0.368,3.0,579.0,0.49,0.457,193.0,2.0,593.0,296.5,0.395,primary_transcript,1.0,10.0,185.61,0.391645656603821,0.274725274725275,15.77,21.33,6.38,-2.54,192,0.55,29312.31,11.14563,0.00497630331753555,0.0078,13.0,45.548,101.0,none,0.0
SPAC110.04c,pss1,heat shock protein Pss1,O59838,condition-dependent,SPAC110.04c.1,I,1917767.0,1920696.0,-,0.384,2163.0,0.426,1.0,2163.0,1.0,0.434,2163.0,1.0,405.0,405.0,0.316,primary_transcript,1.0,55.0,128.28,0.500265425786994,0.588235294117647,46.21,80.37,4.72,-25.59,720,0.52,77928.4,13.76727,0.119194312796209,0.0547,5.0,40.341,93.0,none,0.0
SPAC110.06,SPAC110.06,dubious,,viable,SPAC110.06.1,I,1904196.0,1905820.0,-,0.352,93.0,0.344,1.0,93.0,1.0,0.395,93.0,1.0,43.0,43.0,0.339,primary_transcript,1.0,,,0.298460881161488,,,3.61,8.49,0.94,30,0.26,,,,,,,,,
SPAC1142.01,rqc1,ribosome quality control complex (RQC) complex subunit Rqc1,O13796,viable,SPAC1142.01.1,I,3625561.0,3627664.0,+,0.39,1971.0,0.4,1.0,1971.0,1.0,0.474,1971.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.5,67.26,0.363559621500288,0.210970464135021,13.7,75.01,4.58,-33.43,656,0.61,2974.62,,0.708530805687204,0.0937,4.0,50.518,230.0,none,0.0
SPAC1142.02c,sgt2,TRC complex (ER membrane insertion) TPR repeat subunit Sgt2,O13797,viable,SPAC1142.02c.1,I,3627675.0,3628955.0,-,0.386,1042.0,0.406,3.0,954.0,0.92,0.456,318.0,2.0,88.0,44.0,0.357,primary_transcript,1.0,5.6,118.53,0.4222969150942,0.173611111111111,32.13,34.0,4.63,-11.09,317,0.52,34041.6,11.57946,0.465165876777251,0.0634,5.0,42.451,5.0,none,0.0
SPAC1142.03c,swi2,DNA recombination mediator Swi2,Q10668,viable,SPAC1142.03c.1,I,3629015.0,3631458.0,-,0.371,2169.0,0.385,1.0,2169.0,1.0,0.461,2169.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.7,7.47,0.357574712242817,0.174216027874564,4.92,82.18,6.12,-8.37,722,0.6,410.11,,0.995497630331754,,6.0,51.253,157.0,none,0.0
SPAC1142.04,noc201,Noc complex subunit Noc201,Q9P7G0,inviable,SPAC1142.04.1,I,3631521.0,3633874.0,+,0.378,2124.0,0.389,1.0,2124.0,1.0,0.382,2124.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,4.8,44.66,0.372127445623448,0.40650406504065,19.3,81.13,6.47,-2.84,707,0.62,3029.73,15.71448,0.552369668246446,0.1407,6.0,51.43,747.0,noc202,1.0
SPAC1142.05,ctr5,plasma membrane copper transporter complex subunit Ctr5,Q9P7F9,viable,SPAC1142.05.1,I,3635409.0,3636572.0,+,0.365,522.0,0.433,1.0,522.0,1.0,0.487,522.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.0,38.39,0.345045998826649,0.0750750750750751,27.01,19.01,9.27,5.81,173,0.57,,,0.572037914691943,0.1329,8.0,53.846,190.0,ctr4,1.0
SPAC1142.06,get3,GET complex (ER membrane insertion) ATPase subunit Get3,Q9P7F8,viable,SPAC1142.06.1,I,3637010.0,3638390.0,+,0.372,990.0,0.395,1.0,990.0,1.0,0.474,990.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,7.0,41.16,0.408651737631905,0.223713646532438,44.7,36.55,4.7,-10.21,329,0.54,47747.94,15.73841,0.064218009478673,,12.0,44.129,86.0,none,0.0
SPAC1142.07c,vps32,ESCRT III complex subunit Vps32,Q9P7F7,viable,SPAC1142.07c.1,I,3638557.0,3639776.0,-,0.361,790.0,0.39,2.0,669.0,0.85,0.408,334.5,1.0,121.0,121.0,0.329,primary_transcript,1.0,5.4,67.62,0.424278127910326,0.104493207941484,24.2,25.3,4.59,-10.5,222,0.54,10961.28,9.852327,0.117772511848341,0.0461,5.0,43.856,179.0,none,0.0
SPAC1142.08,fhl1,DNA-binding forkhead transcription factor for ribosomal proteins Fhl1,O14270,viable,SPAC1142.08.1,I,3639812.0,3642338.0,+,0.428,2232.0,0.44,1.0,2232.0,1.0,0.461,2232.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.1,49.27,0.351798561847612,0.145137880986938,3.71,81.13,9.35,10.77,743,0.65,,150.0,0.78175355450237,0.0758,6.0,53.712,99.0,none,0.0
SPAC1142.09,SPAC1142.09,dubious,Q9P7F5,unknown,SPAC1142.09.1,I,3642498.0,3642845.0,+,0.311,348.0,0.31,1.0,348.0,1.0,0.395,348.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.0,,,,,13.47,9.4,5.84,115,0.54,,,,,,49.371,14.0,,
SPAC11D3.01c,SPAC11D3.01c,Con-6 family conserved fungal protein,Q10080,viable,SPAC11D3.01c.1,I,108732.0,109180.0,-,0.371,240.0,0.467,1.0,240.0,1.0,0.487,240.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.5,43572.52,0.455829154142507,,,8.77,5.16,-4.8,79,0.41,4835.65,7.037117,,0.1443,4.0,41.962,25.0,cum1|SPAC869.09,2.0
SPAC11D3.02c,SPAC11D3.02c,ELLA family acetyltransferase,Q10081,viable,SPAC11D3.02c.1,I,109829.0,110512.0,-,0.359,453.0,0.382,1.0,453.0,1.0,0.408,453.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,11.0,9.45,0.314250499140424,,,17.41,6.52,-0.62,150,0.53,12627.82,9.859526,0.91824644549763,0.1816,4.0,47.817,491.0,none,0.0
SPAC11D3.03c,SPAC11D3.03c,"aminomethyltransferase-like and DUF1989 family protein, implicated in urea metabolism",Q10082,viable,SPAC11D3.03c.1,I,110904.0,111977.0,-,0.383,909.0,0.406,1.0,909.0,1.0,0.461,909.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.28,2.72,0.332830832901825,,,34.05,5.95,-6.63,302,0.58,,,,0.0416,3.0,48.866,12.0,none,0.0
SPAC11D3.04c,SPAC11D3.04c,polyketide cyclase SnoaL-like domain protein,Q10083,viable,SPAC11D3.04c.1,I,112514.0,113337.0,-,0.357,393.0,0.435,1.0,393.0,1.0,0.474,393.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.2,61.54,0.368294464979409,0.0261574679571018,10.76,14.65,6.35,-1.83,130,0.57,6675.6,13.35781,,,4.0,59.972,230.0,none,0.0
SPAC11D3.05,mfs2,transmembrane transporter Mfs2,Q10084,viable,SPAC11D3.05.1,I,113996.0,115962.0,+,0.373,1641.0,0.394,1.0,1641.0,1.0,0.355,1641.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.46,17.24,0.346990709881409,0.17636684303351,5.69,61.06,7.95,4.59,546,0.64,,,0.365876777251185,0.0693,6.0,53.152,117.0,SPBC530.02|SPCC794.04c,2.0
SPAC11D3.06,SPAC11D3.06,MatE family transmembrane transporter,Q10085,viable,SPAC11D3.06.1,I,116339.0,118189.0,+,0.389,1368.0,0.411,1.0,1368.0,1.0,0.447,1368.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.9,11.72,0.351859512078285,0.157977883096367,5.76,49.09,9.57,9.6,455,0.61,,,,1.1038,5.0,51.353,136.0,SPAC323.07c|SPCC4B3.13,2.0
SPAC11D3.07c,toe4,"DNA-binding transcription factor, zf-fungal binuclear cluster type",Q10086,viable,SPAC11D3.07c.1,I,116054.0,120233.0,-,0.374,1914.0,0.375,1.0,1914.0,1.0,0.395,1914.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.3,12.65,0.354284167205928,0.116822429906542,4.68,73.42,5.96,-8.26,637,0.6,242.8,,,0.1947,6.0,51.643,110.0,toe3|SPBC1773.12|SPBC1773.16c,3.0
SPAC11D3.08c,SPAC11D3.08c,amino acid/polyamine family transmembrane transporter,Q10087,viable,SPAC11D3.08c.1,I,120321.0,122556.0,-,0.376,1653.0,0.404,1.0,1653.0,1.0,0.408,1653.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.0,72.88,0.364093986987026,0.170940170940171,3.99,59.92,5.19,-3.13,550,0.58,,,,0.1143,6.0,47.516,207.0,SPAC1039.01|thi9|SPAPB24D3.02c|SPBC15C4.04c|SPCC584.13|SPCC74.04|SPCC794.03,7.0
SPAC11D3.09,agm1,"agmatinase 1, Agm1",Q10088,viable,SPAC11D3.09.1,I,122813.0,124116.0,+,0.414,1185.0,0.433,1.0,1185.0,1.0,0.487,1185.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.57,10.81,0.422861543483641,0.0137381508448963,5.62,42.88,4.83,-12.16,394,0.56,,,,0.0321,5.0,43.196,163.0,agm2|agm3,2.0
SPAC11D3.10,SPAC11D3.10,"nifs homolog, possible cysteine desulfurase, implicated in iron-sulfur cluster assembly",Q10089,viable,SPAC11D3.10.1,I,125257.0,126886.0,+,0.389,1305.0,0.395,1.0,1305.0,1.0,0.408,1305.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.41,14.9,0.355169821648359,0.0864304235090752,3.02,48.24,9.68,13.27,434,0.6,,,,,3.0,51.893,53.0,SPCC777.03c,1.0
SPAC11D3.11c,SPAC11D3.11c,"DNA-binding transcription factor, zn(2)-C6 fungal-type, truncated",G2TRN9,unknown,SPAC11D3.11c.1,I,126951.0,129294.0,-,0.367,1161.0,0.391,3.0,1074.0,0.93,0.431,358.0,2.0,87.0,43.5,0.392,primary_transcript,1.0,0.77,30.62,0.324730346906611,0.0329489291598023,0.97,40.77,8.39,7.3,357,0.66,,,,,,55.92,92.0,,
SPAC11D3.13,hsp3104,"ThiJ domain protein, glyoxylase III",Q10092,viable,SPAC11D3.13.1,I,130170.0,131268.0,+,0.339,669.0,0.386,1.0,669.0,1.0,0.421,669.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.3,340.48,0.372656675808649,,,24.23,8.83,4.33,222,0.55,,,,,4.0,48.956,176.0,hsp3105|hsp3102|hsp3103|hsp3101,4.0
SPAC11D3.14c,oxp2,"5-oxoprolinase (ATP-hydrolyzing), Oxp2",Q10093,viable,SPAC11D3.14c.1,I,131190.0,135147.0,-,0.394,3783.0,0.4,1.0,3783.0,1.0,0.474,3783.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.9,17.44,0.35666490526468,0.0363901018922853,6.22,138.78,5.95,-16.21,1260,0.61,4037.5,,0.470142180094787,0.0891,3.0,49.828,68.0,oxp1,1.0
SPAC11D3.15,oxp1,"5-oxoprolinase (ATP-hydrolyzing), Oxp1",Q10094,viable,SPAC11D3.15.1,I,136245.0,140365.0,+,0.403,3954.0,0.412,1.0,3954.0,1.0,0.461,3954.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.3,138.97,0.393587020379391,0.134952766531714,14.61,143.72,6.06,-17.84,1317,0.59,14279.91,4.619978,,,3.0,48.543,125.0,oxp2,1.0
SPAC11D3.16c,SPAC11D3.16c,Schizosaccharomyces specific protein,Q10095,viable,SPAC11D3.16c.1,I,140381.0,141526.0,-,0.345,396.0,0.419,1.0,396.0,1.0,0.421,396.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.3,22.95,0.389620137970436,0.319488817891374,2.71,14.85,4.41,-6.65,131,0.55,1080.44,,,0.1651,4.0,49.042,165.0,none,0.0
SPAC11D3.17,SPAC11D3.17,"DNA-binding transcription factor, zf-fungal binuclear cluster type",Q10096,viable,SPAC11D3.17.1,I,142370.0,144768.0,+,0.357,1758.0,0.384,1.0,1758.0,1.0,0.408,1758.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.6,10.85,0.353658458055187,0.056369785794814,3.27,67.15,6.5,-4.62,585,0.59,,,,0.1124,4.0,49.464,33.0,none,0.0
SPAC11D3.18c,SPAC11D3.18c,plasma membrane carboxylic acid transmembrane transporter,Q10097,viable,SPAC11D3.18c.1,I,144819.0,146389.0,-,0.389,1497.0,0.396,1.0,1497.0,1.0,0.461,1497.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,4.0,9.11,0.372694420195657,0.018385732671447,9.12,55.35,8.38,5.21,498,0.58,2663.0,,,0.2744,5.0,48.602,23.0,tna1|SPAC1039.04|SPBC1683.12,3.0
SPAC11D3.19,SPAC11D3.19,"Schizosaccharomyces pombe specific microprotein, GPI anchored",G2TRM3,viable,SPAC11D3.19.1,I,106952.0,108361.0,+,0.322,234.0,0.389,1.0,234.0,1.0,0.408,234.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.26,12.24,0.311540518706316,0.190839694656489,0.23,8.41,4.66,-1.93,77,0.51,,,,,,,,,
SPAC11D3.20,SPAC11D3.20,dubious,,unknown,SPAC11D3.20.1,I,127230.0,127316.0,+,0.407,87.0,0.402,1.0,87.0,1.0,0.421,87.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,,,,,,3.26,9.51,2.18,28,0.36,,,,,,,,,
SPAC11E3.01c,swr1,"Swr1 complex histone chaperone module subunit, SNF2 family ATP-dependent chromatin remodeller Swr1",O13682,viable,SPAC11E3.01c.1,I,5277395.0,5281407.0,-,0.382,3867.0,0.384,1.0,3867.0,1.0,0.421,3867.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.7,26.92,0.347604122222879,0.303951367781155,6.86,149.45,6.79,-3.84,1288,0.63,237.51,14.14865,0.385308056872038,0.0564,7.0,50.719,453.0,none,0.0
SPAC11E3.02c,ync13,Munc family exocytic/endocytic regulator Ync13,O13683,condition-dependent,SPAC11E3.02c.1,I,5281778.0,5285828.0,-,0.361,3760.0,0.366,2.0,3714.0,0.99,0.461,1857.0,1.0,46.0,46.0,0.323,primary_transcript,1.0,0.93,52.76,0.34854103951878,0.28328611898017,3.04,142.99,7.55,6.35,1237,0.62,441.3,,0.688388625592417,0.0833,5.0,50.344,122.0,none,0.0
SPAC11E3.03,csm1,microtubule-site clamp monopolin complex subunit Csm1/Pcs1,O13684,viable,SPAC11E3.03.1,I,5286110.0,5287290.0,+,0.324,926.0,0.329,4.0,786.0,0.85,0.381,196.5,3.0,140.0,46.67,0.371,primary_transcript,1.0,1.5,20.28,0.353549353214116,0.116822429906542,16.1,30.42,5.5,-5.6,261,0.55,200.1,10.39925,0.95260663507109,0.1834,12.0,51.89,231.0,none,0.0
SPAC11E3.04c,ubc13,ubiquitin conjugating enzyme E2 Ubc13,O13685,viable,SPAC11E3.04c.1,I,5287180.0,5288094.0,-,0.344,698.0,0.37,4.0,447.0,0.64,0.431,111.75,3.0,251.0,83.67,0.357,primary_transcript,1.0,9.8,171.06,0.371669664182317,0.0704721634954193,49.05,16.86,7.51,0.43,148,0.56,12561.29,12.09537,0.0680094786729858,0.0329,8.0,46.083,352.0,none,0.0
SPAC11E3.05,sea3,GATOR2-SEACAT complex/GATOR1-SEACIT GTPase complex ubiquitin-protein ligase E3 subunit Sea3,O13686,viable,SPAC11E3.05.1,I,5288248.0,5292558.0,+,0.377,3972.0,0.388,1.0,3972.0,1.0,0.474,3972.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.7,23.38,0.350746300144785,0.118764845605701,9.38,149.06,6.51,-10.82,1323,0.59,,6.941589,0.697630331753554,,5.0,48.24,233.0,none,0.0
SPAC11E3.06,map1,"DNA-binding transcription factor, MADS-box Map1",P78926,viable,SPAC11E3.06.1,I,5292705.0,5294751.0,+,0.335,1550.0,0.347,3.0,1197.0,0.77,0.456,399.0,2.0,353.0,176.5,0.336,primary_transcript,1.0,0.11,2.42,0.325389235849083,,,44.42,5.8,-7.33,398,0.53,,,0.982701421800948,0.1959,6.0,48.725,11.0,mbx1,1.0
SPAC11E3.07,vma4,V-type ATPase V1 subunit E,O13687,inviable,SPAC11E3.07.1,I,5294977.0,5296384.0,+,0.344,684.0,0.399,1.0,684.0,1.0,0.461,684.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,10.0,152.82,0.433923129353805,0.363636363636364,26.27,25.74,5.29,-3.53,227,0.54,12694.19,12.55364,0.346208530805687,0.1014,7.0,45.396,55.0,none,0.0
SPAC11E3.08c,nse6,Smc5-6 complex non-SMC subunit Nse6,O13688,viable,SPAC11E3.08c.1,I,5296049.0,5297780.0,-,0.334,1569.0,0.34,1.0,1569.0,1.0,0.382,1569.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.46,14.21,0.342538760724674,0.116686114352392,4.4,59.9,7.91,3.79,522,0.58,,,0.972037914691943,0.1721,6.0,48.924,507.0,none,0.0
SPAC11E3.09,pyp3,protein tyrosine phosphatase Pyp3,P32587,viable,SPAC11E3.09.1,I,5298715.0,5300189.0,+,0.339,1017.0,0.373,2.0,912.0,0.9,0.441,456.0,1.0,105.0,105.0,0.408,primary_transcript,1.0,1.3,18.95,0.340080739246289,0.0924214417744917,15.11,34.58,7.94,1.83,303,0.63,,4.434037,0.832464454976303,0.1329,6.0,54.503,91.0,none,0.0
SPAC11E3.10,SPAC11E3.10,ER or Golgi multispanning membrane VanZ-like family protein,O13689,viable,SPAC11E3.10.1,I,5300694.0,5301956.0,+,0.331,861.0,0.36,5.0,489.0,0.57,0.422,97.8,4.0,372.0,93.0,0.408,primary_transcript,1.0,1.8,76.54,0.378733070690686,0.112233445566779,35.61,18.48,6.51,-1.14,162,0.56,,,0.358293838862559,0.0826,4.0,49.131,196.0,none,0.0
SPAC11E3.11c,syt22,ArfGEF Syt22,O13690,viable,SPAC11E3.11c.1,I,5302220.0,5305667.0,-,0.367,2829.0,0.376,1.0,2829.0,1.0,0.408,2829.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.8,5.48,0.362786492705714,0.152905198776758,11.22,105.91,10.17,41.88,942,0.56,2842.72,18.96325,0.939336492890995,0.1431,6.0,46.172,77.0,none,0.0
