complex_term_id	GO_term_name	systematic_id	symbol	gene_product_description	UniProt_ID	evidence_code	source	assigned_by
GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	SPAPB2B4.05	vma5	V-type ATPase V1 subunit C	Q9HDW6	IBA	GO_REF:0000033	GO_Central
GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	SPBC1289.05c	vma10	V-type ATPase V1 domain subunit G	O74174	IBA	GO_REF:0000033	GO_Central
GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	SPBC3B9.18c	vma7	V-type ATPase V1 subunit F	O43046	ISO	GO_REF:0000024	PomBase
GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	SPCC965.03	vma8	V-type ATPase V1 subunit D	O59823	ISO	GO_REF:0000024	PomBase
GO:0000243	commitment complex	SPAC19A8.13	usp101	U1 snRNP-associated protein Usp101	O13829	ISO	GO_REF:0000024	PomBase
GO:0000243	commitment complex	SPAC27D7.07c	smd1	Sm snRNP core protein Smd1	O42661	IBA	GO_REF:0000033	GO_Central
GO:0000243	commitment complex	SPAC4D7.13	prp40	U1 snRNP-associated protein Prp40	O14176	ISS	GO_REF:0000024	PomBase
GO:0000243	commitment complex	SPAP8A3.06	uaf2	U2 small nuclear RNA auxiliary factor small subunit, U2AF-23	Q09176	IDA	PMID:12374752	PomBase
GO:0000243	commitment complex	SPBC146.07	prp2	U2 small nuclear RNA auxiliary factor small subunit, U2AF-59	P36629	IDA	PMID:12374752	PomBase
GO:0000243	commitment complex	SPBC19C2.14	smd3	Sm snRNP core protein Smd3	Q9UUC6	IBA	GO_REF:0000033	GO_Central
GO:0000243	commitment complex	SPBC4B4.09	prp39	U1 snRNP-associated protein Prp39	O74970	IBA	GO_REF:0000033	GO_Central
GO:0000243	commitment complex	SPBP35G2.09	usp103	U1 snRNP-associated protein Usp103	Q9P794	ISO	GO_REF:0000024	PomBase
GO:0000243	commitment complex	SPCC962.06c	bpb1	KH and CC/hC domain splicing factor Bpb1	O74555	IDA	PMID:12374752	PomBase
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPAC1296.05c	lcp1	cyclin L family cyclin	O94612	IDA	PMID:23122962	PomBase
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPAC19E9.03	pas1	cyclin Pas1	P87049	IBA	GO_REF:0000033	GO_Central
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPAPB2B4.03	cig2	G1/S-specific B-type cyclin Cig2	P36630	EXP	PMID:9552380	PomBase
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPBC11B10.09	cdc2	cyclin-dependent protein kinase Cdk1/Cdc2	P04551	IDA	PMID:3322810	PomBase
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPBC11B10.09	cdc2	cyclin-dependent protein kinase Cdk1/Cdc2	P04551	IPI	PMID:2682257	PomBase
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPBC16E9.17c	rem1	meiosis specific cyclin Rem1	O14332	IBA	GO_REF:0000033	GO_Central
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPBC1734.14c	suc1	cyclin-dependent protein kinase regulatory subunit Suc1	P08463	IDA	PMID:3322810	PomBase
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPBC18H10.15	cdk11	Cdk11-cyclinL compex kinase subunit Cdk11	O60145	IDA	PMID:23122962	PomBase
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPBC19F5.01c	puc1	G1 cyclin Puc1	P25009	IBA	GO_REF:0000033	GO_Central
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPBC1D7.03	clg1	cyclin-like protein involved in autophagy Clg1	O14336	IBA	GO_REF:0000033	GO_Central
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPBC20F10.10	psl1	cyclin pho85 family Psl1	O42979	IBA	GO_REF:0000033	GO_Central
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPBC2G2.09c	crs1	meiosis specific cyclin Crs1	O43008	IBA	GO_REF:0000033	GO_Central
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPBC32F12.06	pch1	P-TEFB associated cyclin, cyclin T Pch1	O74627	IDA	PMID:9115279	PomBase
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPBC32F12.06	pch1	P-TEFB associated cyclin, cyclin T Pch1	O74627	IPI	PMID:12904290	PomBase
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPBC32H8.10	cdk9	P-TEFb-associated cyclin-dependent protein kinase Cdk9	Q96WV9	IPI	PMID:12904290	PomBase
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPBC582.03	cdc13	G2/M B-type cyclin Cdc13	P10815	IBA	GO_REF:0000033	GO_Central
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	SPCC4E9.02	cig1	G1/S-specific B-type cyclin Cig1	P24865	IBA	GO_REF:0000033	GO_Central
GO:0000333	telomerase catalytic core complex	SPBC29A3.14c	trt1	telomerase reverse transcriptase 1 protein Trt1	O13339	IDA	PMID:18157152,PMID:24793650	PomBase,UniProt
GO:0000333	telomerase catalytic core complex	SPNCRNA.214	ter1	telomerase RNA		IDA	PMID:18157149,PMID:18157152	PomBase
GO:0000346	transcription export complex	SPAC17G6.14c	uap56	TREX complex subunit, ATP-dependent RNA helicase Uap56	O13792	ISO	GO_REF:0000024	PomBase
GO:0000346	transcription export complex	SPBC1D7.04	mlo3	RNA-binding protein Mlo3	Q09330	ISO	GO_REF:0000024	PomBase
GO:0000408	EKC/KEOPS complex	SPAC4H3.13	pcc1	EKC/KEOPS complex subunit Pcc1	Q10220	IBA	GO_REF:0000033	GO_Central
GO:0000408	EKC/KEOPS complex	SPAC6B12.18	gon7	EKC/KEOPS complex subunit Gon7	A6X972	ISO	GO_REF:0000024	PomBase
GO:0000408	EKC/KEOPS complex	SPAP27G11.07c	bud32	EKC/KEOPS complex associated ATPase Bud32	Q9P7N1	IBA	GO_REF:0000033	GO_Central
GO:0000408	EKC/KEOPS complex	SPBC16D10.03	kae1	EKC/KEOPS complex N(6)-L-threonylcarbamoyladenine synthase subunit	O94637	IBA	GO_REF:0000033	GO_Central
GO:0000408	EKC/KEOPS complex	SPCC24B10.12	cgi121	EKC/KEOPS complex subunit Cgi121	Q9P7J3	IBA	GO_REF:0000033	GO_Central
GO:0000417	HIR complex	SPBC15D4.03	slm9	histone H3.3-H4 chaperone, HIR complex WD repeat subunit Hip2	O74309	IDA	PMID:16428807,PMID:20976105	PomBase
GO:0000417	HIR complex	SPBC31F10.13c	hip1	histone H3.3-H4 chaperone, HIR complex WD repeat subunit, hira family Hip1	P87314	IDA	PMID:16428807,PMID:20976105	PomBase
GO:0000417	HIR complex	SPBC31F10.14c	hip3	histone H3.3-H4 chaperone, HIR complex subunit Hip3	P87315	IDA	PMID:16428807,PMID:20976105	PomBase
GO:0000417	HIR complex	SPBC947.08c	hip4	histone H3.3-H4 chaperone, HIR complex subunit Hip4	O43083	IDA	PMID:20976105	PomBase
GO:0000439	transcription factor TFIIH core complex	SPAC16E8.11c	tfb1	transcription factor TFIIH complex subunit Tfb1	O13745	IDA	PMID:15182371	PomBase
GO:0000439	transcription factor TFIIH core complex	SPAC17A5.06	ptr8	transcription factor TFIIH complex DNA helicase (human ERCC3) subunit Ptr8	O13768	ISO	GO_REF:0000024	PomBase
GO:0000439	transcription factor TFIIH core complex	SPAC1D4.12	rad15	transcription factor TFIIH complex DNA helicase (human ERCC2) subunit Rad15	P26659	ISO	GO_REF:0000024	PomBase
GO:0000439	transcription factor TFIIH core complex	SPBC13G1.13	tfb2	transcription factor TFIIH complex subunit Tfb2	P87303	IBA	GO_REF:0000033	GO_Central
GO:0000439	transcription factor TFIIH core complex	SPBC30B4.07c	tfb4	transcription factor TFIIH complex subunit Tfb4	O74366	IBA	GO_REF:0000033	GO_Central
GO:0000439	transcription factor TFIIH core complex	SPBC32F12.15	tfb5	transcription factor TFIIH complex subunit Tfb5	Q9HDW3	IBA	GO_REF:0000033	GO_Central
GO:0000439	transcription factor TFIIH core complex	SPCC1682.07	ssl1	transcription factor TFIIH complex subunit Ssl1	O74995	ISO	GO_REF:0000024	PomBase
GO:0000444	MIS12/MIND type complex	SPAC29E6.04	nnf1	MIS12/MIND complex subunit Nnf1	Q09858	IDA	PMID:29180432	PomBase
GO:0000444	MIS12/MIND type complex	SPAC688.02c	mis14	MIS12/MIND complex Mis14/Nsl1	Q9P6M3	IPI	PMID:15369671	PomBase
GO:0000444	MIS12/MIND type complex	SPBC409.04c	mis12	MIS12/MIND complex Mis12	Q9Y738	IDA	PMID:29180432	PomBase
GO:0000444	MIS12/MIND type complex	SPBC409.09c	mis13	MIS12/MIND complex Mis13/Dsn1	Q9UUB5	IBA	GO_REF:0000033	GO_Central
GO:0000445	THO complex part of transcription export complex	SPAC1D4.14	tho2	THO complex subunit Tho2	Q09779	IBA	GO_REF:0000033	GO_Central
GO:0000445	THO complex part of transcription export complex	SPBC106.12c	tho4	THO complex subunit Tho4	Q9URV0	ISO	GO_REF:0000024	PomBase
GO:0000445	THO complex part of transcription export complex	SPBC577.04	tho5	THO complex subunit Tho5	Q9USR5	ISS	GO_REF:0000024	PomBase
GO:0000445	THO complex part of transcription export complex	SPCC18B5.10c	tho3	THO complex subunit Tho3	Q9USL1	IBA	GO_REF:0000033	GO_Central
GO:0000445	THO complex part of transcription export complex	SPCC24B10.11c	tho7	THO complex subunit Tho7	Q9P7J4	IBA	GO_REF:0000033	GO_Central
GO:0000445	THO complex part of transcription export complex	SPCP25A2.03	tho1	THO complex subunit Tho1	Q9URT2	ISO	GO_REF:0000024	PomBase
GO:0000500	RNA polymerase I upstream activating factor complex	SPAC22E12.08	rrn10	RNA polymerase I upstream activation factor complex subunit Rrn10	Q10360	EXP	PMID:12490702	PomBase
GO:0000500	RNA polymerase I upstream activating factor complex	SPAC29A4.10	rrn5	RNA polymerase I upstream activation factor complex subunit Rrn5	O14013	EXP	PMID:12490702	PomBase
GO:0000500	RNA polymerase I upstream activating factor complex	SPAC29A4.10	rrn5	RNA polymerase I upstream activation factor complex subunit Rrn5	O14013	IDA	PMID:18362178	PomBase
GO:0000500	RNA polymerase I upstream activating factor complex	SPBC17D1.04	acr1	RNA polymerase I upstream activation factor complex subunit Acr1	Q10204	IDA	PMID:18362178	PomBase
GO:0000500	RNA polymerase I upstream activating factor complex	SPCC285.17	spp27	RNA polymerase I upstream activation factor complex subunit Spp27	O74503	EXP	PMID:12490702	PomBase
GO:0000502	proteasome complex	SPAC1420.03	rpn501	19S proteasome regulatory subunit Rpn501	P0CU17	IDA	PMID:12553909	PomBase
GO:0000502	proteasome complex	SPAC31G5.13	rpn11	19S proteasome regulatory subunit, ubiquitin-specific protease subunit Rpn11	P41878	HDA	PMID:20838651	PomBase
GO:0000502	proteasome complex	SPAC31G5.13	rpn11	19S proteasome regulatory subunit, ubiquitin-specific protease subunit Rpn11	P41878	IDA	PMID:9822592	PomBase
GO:0000502	proteasome complex	SPAPB8E5.02c	rpn502	19S proteasome regulatory subunit Rpn502	P0CU18	IDA	PMID:12553909	PomBase
GO:0000502	proteasome complex	SPBC409.06	uch2	ubiquitin C-terminal hydrolase Uch2	Q9UUB6	HDA	PMID:20838651	PomBase
GO:0000502	proteasome complex	SPBP19A11.03c	mts4	19S proteasome regulatory subunit Rpn1/Mts4	P87048	IPI	PMID:9822592	PomBase
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	SPAC227.19c	pig25	pig-Y, phosphatidylinositol N-acetylglucosaminyltransferase subunit	C6Y4B7	ISO	GO_REF:0000024	PomBase
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	SPAC22A12.13	mug84	pig-P subunit	O13904	ISO	GO_REF:0000024	PomBase
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	SPBC30D10.11	gpi1	phosphatidylinositol N-acetylglucosaminyltransferase subunit pig-Q, Gpi1	O14357	ISO	GO_REF:0000024	PomBase
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	SPBC3D6.07	gpi3	pig-A, phosphatidylinositol N-acetylglucosaminyltransferase subunit Gpi3	P87172	IBA	GO_REF:0000033	GO_Central
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	SPBC685.05	gpi15	pig-H	Q9Y7L7	IBA	GO_REF:0000033	GO_Central
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	SPCC550.04c	gpi2	pig-C	O59802	IBA	GO_REF:0000033	GO_Central
GO:0000782	telomere cap complex	SPAC26H5.06	pot1	shelterin complex subunit Pot1	O13988	IDA	PMID:24925530	PomBase
GO:0000782	telomere cap complex	SPAC6F6.16c	tpz1	shelterin complex subunit Tpz1	O14246	IDA	PMID:24925530	PomBase
GO:0000782	telomere cap complex	SPBC29A3.14c	trt1	telomerase reverse transcriptase 1 protein Trt1	O13339	IDA	PMID:24925530	PomBase
GO:0000782	telomere cap complex	SPBC409.12c	stn1	telomere cap complex subunit Stn1	Q0E7J7	IDA	PMID:24925530	PomBase
GO:0000782	telomere cap complex	SPCC1393.14	ten1	telomere cap complex subunit Ten1	P0C5Y7	IDA	PMID:24925530	PomBase
GO:0000782	telomere cap complex	SPCC188.07	ccq1	shelterin complex HEAT repeat subunit Ccq1	Q10432	IDA	PMID:24925530	PomBase
GO:0000783	nuclear telomere cap complex	SPBC1778.02	rap1	shelterin complex telomere binding subunit Rap1	Q96TL7	IDA	PMID:11676925	PomBase
GO:0000786	nucleosome	SPAC1834.03c	hhf1	histone H4 h4.1	P09322	ISM	GO_REF:0000050	PomBase
GO:0000786	nucleosome	SPAC1834.04	hht1	histone H3 h3.1	P09988	ISM	GO_REF:0000050	PomBase
GO:0000786	nucleosome	SPAC19G12.06c	hta2	histone H2A beta	P04910	IBA	GO_REF:0000033	GO_Central
GO:0000786	nucleosome	SPBC1105.11c	hht3	histone H3 h3.3	P10651	ISM	GO_REF:0000050	PomBase
GO:0000786	nucleosome	SPBC1105.12	hhf3	histone H4 h4.3	P09322	ISM	GO_REF:0000050	PomBase
GO:0000786	nucleosome	SPBC11B10.10c	pht1	histone H2A variant H2A.Z Pht1	P48003	IBA	GO_REF:0000033	GO_Central
GO:0000786	nucleosome	SPBC8D2.03c	hhf2	histone H4 h4.2	P09322	ISM	GO_REF:0000050	PomBase
GO:0000786	nucleosome	SPBC8D2.04	hht2	histone H3 h3.2	P09988	ISM	GO_REF:0000050	PomBase
GO:0000786	nucleosome	SPCC622.08c	hta1	histone H2A alpha	P04909	IBA	GO_REF:0000033	GO_Central
GO:0000786	nucleosome	SPCC622.09	htb1	histone H2B Htb1	P04913	ISM	GO_REF:0000050	PomBase
GO:0000796	condensin complex	SPBC146.03c	cut3	condensin complex SMC subunit Smc4	P41004	IDA	PMID:10485849,PMID:21540296,PMID:9285594	PomBase
GO:0000796	condensin complex	SPBC776.13	cnd1	condensin complex non-SMC subunit Cnd1	O94679	IDA	PMID:10485849,PMID:21540296	PomBase
GO:0000796	condensin complex	SPBP4H10.06c	cut14	condensin complex SMC subunit Smc2	P41003	IDA	PMID:10485849,PMID:21540296,PMID:9285594	PomBase
GO:0000796	condensin complex	SPCC188.03	cnd3	condensin complex non-SMC subunit Cnd3	Q10429	IDA	PMID:10485849,PMID:21540296	PomBase
GO:0000796	condensin complex	SPCC306.03c	cnd2	condensin complex non-SMC subunit Cnd2	Q9Y7R3	IDA	PMID:10485849,PMID:12000964,PMID:21540296	PomBase
GO:0000811	GINS complex	SPAC227.16c	psf3	GINS complex subunit Psf3	Q9UTC3	IBA	GO_REF:0000033	GO_Central
GO:0000811	GINS complex	SPBC725.13c	psf2	GINS complex subunit Psf2	O94329	IBA	GO_REF:0000033	GO_Central
GO:0000811	GINS complex	SPBP23A10.09	psf1	GINS complex subunit Psf1	Q9P7X6	IBA	GO_REF:0000033	GO_Central
GO:0000811	GINS complex	SPBP4H10.21c	sld5	GINS complex subunit Sld5	Q9P7C8	IBA	GO_REF:0000033	GO_Central
GO:0000812	Swr1 complex	SPAC11E3.01c	swr1	Swr1 complex histone chaperone module subunit, SNF2 family ATP-dependent chromatin remodeller Swr1	O13682	IDA	PMID:19040720,PMID:19915592	PomBase
GO:0000812	Swr1 complex	SPAC17G8.07	yaf9	NuA4 and Swr1 complex YEATS family subunit Yaf9	Q10319	IDA	PMID:19040720,PMID:19915592	PomBase
GO:0000812	Swr1 complex	SPAC1F5.11c	tra2	NuA4 complex phosphatidylinositol pseudokinase complex subunit Tra2	Q10064	IDA	PMID:19915592	PomBase
GO:0000812	Swr1 complex	SPAC343.11c	msc1	Swr1 complex histone demethylase subunit Msc1	Q9UT79	IDA	PMID:19040720,PMID:19915592	PomBase
GO:0000812	Swr1 complex	SPAC4H3.02c	swc3	Swr1 complex histone chaperone module subunit Swc3	Q10210	IDA	PMID:19040720,PMID:19915592	PomBase
GO:0000812	Swr1 complex	SPAC637.12c	mst1	histone acetyltransferase, KAT5 family Mst1	O94446	IDA	PMID:19915592	PomBase
GO:0000812	Swr1 complex	SPAC9G1.13c	swc4	Swr1 complex/NuA4 histone acetyltransferase complex subunit Swc4	O14308	IDA	PMID:19040720,PMID:19915592	PomBase
GO:0000812	Swr1 complex	SPAPB8E5.09	rvb1	chaperone, AAA family ATPase Rvb1	Q9C0X6	IDA	PMID:19915592	PomBase
GO:0000812	Swr1 complex	SPBC29A3.05	vps71	Swr1 complex histone chaperone module subunit Vps71	O59669	IDA	PMID:19040720,PMID:19915592	PomBase
GO:0000812	Swr1 complex	SPBC32H8.12c	act1	actin Act1	P10989	IDA	PMID:19040720,PMID:19915592	PomBase
GO:0000812	Swr1 complex	SPBC83.08	rvb2	chaperone, AAA family ATPase Rvb2	O94692	IDA	PMID:19915592	PomBase
GO:0000812	Swr1 complex	SPBP23A10.08	alp5	Ino80, NuA4 and Swr1 complex actin-like protein Arp4	Q9P7X7	IDA	PMID:19040720,PMID:19915592	PomBase
GO:0000812	Swr1 complex	SPBP35G2.13c	swc2	Swr1 complex histone chaperone module subunit Swc2	Q9P790	IDA	PMID:19040720,PMID:19915592	PomBase
GO:0000812	Swr1 complex	SPCC1450.02	bdf1	Swr1 complex bromodomain subunit Bdf1	Q9Y7N0	IDA	PMID:19040720	PomBase
GO:0000812	Swr1 complex	SPCC550.12	arp6	Swr1 actin-like protein Arp6	O94241	IDA	PMID:19040720,PMID:19915592	PomBase
GO:0000812	Swr1 complex	SPCC576.13	swc5	Swr1 complex subunit Swc5	O74897	IDA	PMID:19040720,PMID:19915592	PomBase
GO:0000813	ESCRT I complex	SPAC11H11.01	sst6	ESCRT I complex subunit Vps23	Q7Z992	ISO	PMID:14745133	PomBase
GO:0000813	ESCRT I complex	SPAC1B3.07c	vps28	ESCRT I complex subunit Vps28	O13872	IBA	GO_REF:0000033	GO_Central
GO:0000814	ESCRT II complex	SPBC3B9.09	vps36	ESCRT II complex subunit Vps36	O43038	IBA	GO_REF:0000033	GO_Central
GO:0000814	ESCRT II complex	SPBC4B4.06	vps25	ESCRT II complex subunit Vps25	O74967	IBA	GO_REF:0000033	GO_Central
GO:0000814	ESCRT II complex	SPBC651.05c	dot2	ESCRT II complex subunit Dot2	O94663	IBA	GO_REF:0000033	GO_Central
GO:0000815	ESCRT III complex	SPAC1142.07c	vps32	ESCRT III complex subunit Vps32	Q9P7F7	IBA	GO_REF:0000033	GO_Central
GO:0000815	ESCRT III complex	SPAC4F8.01	did4	ESCRT III complex subunit Did4	O14177	IBA	GO_REF:0000033	GO_Central
GO:0000815	ESCRT III complex	SPAC9E9.14	vps24	ESCRT III complex subunit Vps24	O14296	IBA	GO_REF:0000033	GO_Central
GO:0000815	ESCRT III complex	SPBC13G1.12	did2	ESCRT III complex subunit Did2	O60074	IBA	GO_REF:0000033	GO_Central
GO:0000815	ESCRT III complex	SPBC1604.18c	cmp7	ESCRT III complex subunit, nuclear envelope specific subunit Cmp7	O94730	IBA	GO_REF:0000033	GO_Central
GO:0000815	ESCRT III complex	SPBC215.14c	vps20	ESCRT III complex subunit Vps20	O94318	IBA	GO_REF:0000033	GO_Central
GO:0000836	Hrd1p ubiquitin ligase complex	SPAC1565.08	cdc48	AAA family ATPase involved in ubiquitin-mediated protein degradation Cdc48	Q9P3A7	ISO	GO_REF:0000024	PomBase
GO:0000836	Hrd1p ubiquitin ligase complex	SPBC16A3.09c	ufd1	Hrd1 ubiquitin ligase complex subunit Ufd1	O42915	ISO	GO_REF:0000024	PomBase
GO:0000836	Hrd1p ubiquitin ligase complex	SPBC1711.10c	npl4	Hrd1 ubiquitin ligase complex subunit Npl4	Q9P780	ISO	GO_REF:0000024	PomBase
GO:0000836	Hrd1p ubiquitin ligase complex	SPBC17D11.02c	hrd1	Hrd1 ubiquitin ligase complex E3 subunit Hrd1	O74757	ISO	GO_REF:0000024	PomBase
GO:0000836	Hrd1p ubiquitin ligase complex	SPBC28F2.08c	hrd3	Hrd1 ubiquitin ligase complex SEL1/TPR repeat subunit	Q9USV0	ISO	GO_REF:0000024	PomBase
GO:0000836	Hrd1p ubiquitin ligase complex	SPBC365.08c	der1	Hrd1 ubiquitin ligase complex (derlin) Der1/Dfm1	Q9Y7Y0	ISO	GO_REF:0000024	PomBase
GO:0000836	Hrd1p ubiquitin ligase complex	SPCC4G3.13c	cue1	Hrd1 ubiquitin ligase complex, CUE domain protein Cue1	P87238	ISO	GO_REF:0000024	PomBase
GO:0000931	gamma-tubulin ring complex	SPAC4A8.05c	myp2	myosin II heavy chain Myo3	O14157	IMP	PMID:30928696	PomBase
GO:0000931	gamma-tubulin ring complex	SPAC806.08c	mod21	gamma tubulin complex GCP5 subunit Mod21	Q9UT52	IDA	PMID:17021256	PomBase
GO:0000931	gamma-tubulin ring complex	SPAC9G1.15c	mzt1	mitotic spindle organizing protein Mzt1	P0CF96	ISO	GO_REF:0000024	PomBase
GO:0000931	gamma-tubulin ring complex	SPBC211.06	gfh1	gamma tubulin complex GCP4 subunit Gfh1	Q9P7R5	IDA	PMID:15004232	PomBase
GO:0000931	gamma-tubulin ring complex	SPBC32F12.04	gtb1	gamma-tubulin Gtb1	P25295	IDA	PMID:11080156	PomBase
GO:0000931	gamma-tubulin ring complex	SPBC365.15	alp4	gamma tubulin complex GCP2 subunit Alp4	Q9Y705	IDA	PMID:11080156,PMID:17021256	PomBase
GO:0000931	gamma-tubulin ring complex	SPBC428.20c	alp6	gamma tubulin complex GCP3 subunit Alp6	Q9USQ2	IDA	PMID:11080156,PMID:17021256	PomBase
GO:0000931	gamma-tubulin ring complex	SPCC4G3.19	alp16	gamma tubulin complex GCP6 subunit Alp16	P87244	IDA	PMID:12134075	PomBase
GO:0000938	GARP complex	SPAC2F3.10	vps54	GARP complex subunit Vps54	O14093	IBA	GO_REF:0000033	GO_Central
GO:0000938	GARP complex	SPAC3A12.15	vps53	GARP complex subunit Vps53	P87129	IBA	GO_REF:0000033	GO_Central
GO:0000938	GARP complex	SPAC3G6.10c	vps51	GARP complex subunit Vps51	O14146	ISO	GO_REF:0000024	PomBase
GO:0000938	GARP complex	SPBC336.11	vps52	GARP complex subunit Vps52	Q9UST3	IBA	GO_REF:0000033	GO_Central
GO:0000939	inner kinetochore	SPAC1687.20c	mis6	CENP-I ortholog, inner centromere connector Mis6	P87227	IDA	PMID:9230309	PomBase
GO:0000939	inner kinetochore	SPAC1783.03	fta2	CENP-P ortholog Fta2	Q9US26	IDA	PMID:16855021,PMID:36705602	PomBase
GO:0000939	inner kinetochore	SPAC688.02c	mis14	MIS12/MIND complex Mis14/Nsl1	Q9P6M3	TAS	PMID:15908586	PomBase
GO:0000939	inner kinetochore	SPBC18E5.03c	sim4	CENP-K ortholog Sim4	O94494	IDA	PMID:12719471	PomBase
GO:0000939	inner kinetochore	SPBC409.04c	mis12	MIS12/MIND complex Mis12	Q9Y738	IDA	PMID:10398680	PomBase
GO:0000939	inner kinetochore	SPBC800.13	cnp20	CENP-T histone fold, kinetochore scaffold protein	Q9HGK9	IDA	PMID:26275423,PMID:36705602	PomBase
GO:0000939	inner kinetochore	SPBP35G2.03c	sgo1	meiotic cohesin protection protein, shugoshin, Sgo1	Q9P7A0	IDA	PMID:14972679	PomBase
GO:0000939	inner kinetochore	SPCC1235.07	fta7	CENP-Q homolog Fta7	O74844	IDA	PMID:36705602	PomBase
GO:0000939	inner kinetochore	SPCC1322.12c	bub1	mitotic spindle checkpoint kinase Bub1	O94751	EXP	PMID:36537249	PomBase
GO:0000939	inner kinetochore	SPCC188.02	par1	serine/threonine protein phosphatase PP2A regulatory subunit B-56 Par1	Q10428	IDA	PMID:16541025	PomBase
GO:0000939	inner kinetochore	SPCC320.13c	ark1	Aurora-B kinase Ark1	O59790	IDA	PMID:21920317	PomBase
GO:0000940	outer kinetochore	SPAC16A10.05c	dad1	DASH complex subunit Dad1	P87297	IDA	PMID:16079915	PomBase
